ticker,as_of,float_M,os_M,confidence,basis,computed_at,note
NEPH,2025-08-11,6.57,10.54,high,carried from 2025-06-20; no intervening O/S change,2026-06-24T18:27:23,"O/S unchanged at 10,544,691; 8-K 2025-08-11 was earnings release only"
MLNK,2025-08-11,29.15,74.2,med,"MeridianLink. O/S 74,195,939 (10-Q 2025-08-11). D&O group ex-RSUs approx 4,684,477. Thoma Bravo 28,932,388 (37.5%) excluded (control - board majority rights). Nguyen 11,426,941 (14.8%) excluded (former director/co-founder, conservative). Darlington 6,767,248 kept (13G passive). Float=74,195,939-4,684,477-28,932,388-11,426,941=29,152,133.",2026-06-24T18:27:23,"Nguyen exclusion is judgment call (former director, no current board seat); if kept, float=40.6M. Both >20M."
TTNP,2025-08-26,1.33,1.33,high,"carried from 2025-07-29; DEFM14A 2025-07-22; 10-Q 2025-08-14 O/S=1,330,234 unchanged; 8-K 2025-08-26 merger vote no new shares",2026-06-24T18:27:23,"carried from 2025-07-29; O/S unchanged 1,330,234; merger vote 8/26 no share issuance; public stockholders=1,326,921"
MPAA,2025-08-11,18.39,19.35,high,"normal; DEF 14A 2025-07-29; O/S 19,352,135 confirmed 10-Q 2025-08-11; D&O 14 persons ex-options 961,006 excl; all 5%+ holders passive 13G/13F",2026-06-24T18:27:23,"PCM 12.9%, Bison 13.7%, 325Cap 10.4% all passive kept; D&O group 1,478,734 incl 517,728 options"
BHC,2025-08-14,269,369.79,high,carried from 2025-08-11; no intervening O/S change,2026-06-24T18:27:23,PRE14A 2025-08-13 confirms 369.79M; D&O group 36.23M excl Paulson passive
TWIN,2025-08-21,11.14,14.15,high,DEF14A 2024-09-13 acc:0001437749-24-029097; 10-Q 2025-05-07 acc:0001437749-25-014928,2026-06-24T18:27:23,"O/S 14,147,661 from 10-Q; D&O group 3,004,089 (all restricted stock/RSUs, no options); GAMCO/Gabelli 2.11M 13G passive kept; float=14,147,661-3,004,089=11,143,572"
NAKA,2025-08-11,4.61,7.58,med,"normal; DEF 14A 2024-09-19 stale but D&O ex-options unchanged; O/S 7,576,321 per 10-Q 2025-08-05; Pickett 38.4% control excl; Gus Doodle+Sally Alicia 13G passive kept",2026-06-24T18:27:23,"ATM/424B3 issuances ongoing; D&O direct ex-options 2,967,549 excl; 13G holders (Gus Doodle 250K, Sally Alicia ~250K) kept"
ARCT,2025-08-13,24.27,27.12,high,DEF14A 2025-04-25; D&O group 4.95M - options 2.10M = 2.85M excl; all 5%+ passive 13G,2026-06-24T18:27:23,"O/S from proxy 27.12M; Q2 10-Q (2025-08-11) XBRL parse yields preferred 60K, not common; DT not in anchor"
USAR,2025-08-12,61.68,97.43,med,DEF14A 2025-06-02 acc:0001213900-25-050029; 10-Q 2025-08-11 acc:0001970622-25-000017,2026-06-24T18:27:23,"O/S 97,427,087 from 10-Q; D&O actual common: Blitzer(Sponsor)6.25M+Gutnick13.67M+Smith/Bayshore15.53M+others0.30M=35.75M; float=97,427,087-35,750,191=61,676,896; DT shows 196M float at 2026-06 (massive later dilution)"
NEO,2025-08-29,,128.68,high,"normal; O/S 128,681,713 per 10-Q 2025-07-29; all 5%+ passive 13G; D&O 2.4% group; float clearly >>20M",2026-06-24T18:27:23,"BlackRock 15.5%, Vanguard 11.0%, Brown 7.4%, all passive 13G kept; no control block"
ARQ,2025-08-06,32.66,42.16,med,DEF14A 2025-04-21; Q1 10-Q 2025-05-07 O/S 42.16M; D&O group ex-options 9.50M excl; AIGH 7.14% passive 13G kept,2026-06-24T18:27:23,Q2 10-Q not yet filed; DT anchor os=42.93 (close); McIntyre in D&O group controls Allard no double-count
NUS,2025-08-11,,49.50,high,"normal; O/S 49,497,715 per 10-Q 2025-08-07; D&O 2.0% group; all 5%+ passive; float clearly >>20M",2026-06-24T18:27:23,"BlackRock 9.3%, Vanguard 8.0% passive 13G; no control block; D&O 976,718 incl 332,678 options"
ARRY,2025-08-15,152.03,152.72,high,DEF14A 2025-04-08; Q2 10-Q 2025-08-07 O/S 152.72M; D&O group 0.69M excl; all 5%+ passive 13G,2026-06-24T18:27:23,"All large holders (BlackRock 10.1%,HillCity 9.4%,Vanguard 9.1%,GMO 7.3%,Schroder 5.8%,Norges 5.0%,Point72 5.0%) are 13G passive"
OPAD,2025-08-28,14.44,30.58,med,"multidoc; O/S 30,583,561 per S-1 2025-08-21; LL Capital/Sella 9.82M excl (control+director); First American 5.12M excl (board rep via DeGiorgio); D&O other 1.20M excl",2026-06-24T18:27:23,ATM 00M Aug 28 no shares yet; Kemnay 1.38M passive 13G kept; post-July-25 PIPE 2.86M already in O/S
ATLN,2025-08-15,24.62,54.56,med,DEF14A 2025-05-13; Q2 10-Q 2025-08-13 O/S 54.56M; excl D&O 7.96M + SPP Credit 21.98M (13D 40% non-passive),2026-06-24T18:27:23,"DT os=79.36 vs our 54.56M (DT may include diluted shares); SPP is 13D filer with 40% block, excluded"
OPEN,2025-08-22,,733.59,high,"normal; O/S 733,592,980 per 10-Q 2025-08-05; all large institutions passive; D&O 1.96% group; float clearly >>20M",2026-06-24T18:27:23,"Vanguard 11.83%, AI LiquidRE 7.35% (13D filed but no board seat per proxy), BlackRock 6.45% all institutional"
ATLX,2025-08-04,13.62,19.58,med,DEF14A 2025-04-15; 10-Q 2025-08-04 cover July31 O/S 19.58M; D&O group 5.96M excl (Fogassa 5.26M ~27%),2026-06-24T18:27:23,DT os=29.49 vs 19.58M (DT divergent - possible warrant/convert count); Mitsui 9.6% passive kept; prior was 10.06M at O/S 16.01M
PAL,2025-08-12,23.56,27.07,high,"normal; DEF 14A 2025-04-08; O/S 27,069,114 confirmed 10-Q 2025-05-14; D&O group ex-RSU 3,510,583 excl; FMR 12.8% + ACIM 5.3% passive 13G kept",2026-06-24T18:27:23,Skiadas 7.1% director excl in D&O group; float >20M: 27.07-3.51=23.56M
AVAH,2025-08-07,64.01,208.26,med,DEF14A 2025-03-25; Q2 10-Q 2025-08-07 O/S 208.26M; excl Bain 81.60M+Whitney 48.66M (PE control board seats)+D&O 13.99M,2026-06-24T18:27:23,Bain (Gordan director) + Whitney (OReilly director) are PE control = excluded; D&O group may include options; prior 50.8M at 195.09M O/S
HLMN,2025-08-05,196.07,197.57,high,normal: D&O group ex-options 1.50M (10.33M group minus 8.84M options/RSUs from proxy); all 5%+ passive 13G; O/S from 10-Q Aug 5,2026-06-24T18:27:23,D&O group 10.33M total of which 8.84M options; Vanguard/Kayne/BlackRock/Jefferies all passive 13G kept
BLDE,2025-08-04,68.23,81.02,med,DEF14A 2025-03-24; Q1 10-Q 2025-05-12 O/S 81.02M (May5); D&O group 12.79M excl; Steele/KSL 14.7% kept (passive 13G no board),2026-06-24T18:27:23,Q2 10-Q not yet filed; 8-K 2025-08-04 shows sale of Passenger biz to Joby (no O/S change); Wiesenthal CEO in D&O group no double-count
IMXI,2025-08-11,27.92,29.42,high,"normal: D&O group total 1.54M includes minimal options (~30K Aguilar); all 5%+ passive 13G (BlackRock 8.5%, Vanguard 7.2%, Voss 7.2%); O/S 29.42M from 10-Q Q2",2026-06-24T18:27:23,D&O group 1.54M at 5.1%; Voss Capital 13G passive; Robert Lisy 2.6% D&O
FLYE,2025-08-14,14.73,18.10,med,normal,2026-06-24T18:27:23,"OS=18,096,873 from 10-K 2025-07-15 (post 1:5 reverse split Jul-3-2025). Pre-split D&O=16.83M/5=3.37M. Float=18.10-3.37=14.73M. DT=1.55M reflects later split post-as_of."
BLZE,2025-08-07,54.28,56.46,high,DEF14A 2025-04-14; Q2 10-Q 2025-08-07 Class A O/S 56.46M (Jun30); D&O group 2.18M excl; all institutional 13G passive,2026-06-24T18:27:23,"DT os=60.1 vs 56.46M (minor gap, DT may be using later count); Class B has zero shares; Blackrock 5.2% + AWM 5.1% passive kept"
INFU,2025-08-08,18.78,20.43,high,normal: D&O group 2.55M total; ex-options ~1.65M real; AWM/BlackRock/Vanguard all passive 13G kept; O/S 20.43M from 10-Q Aug 5,2026-06-24T18:27:23,D&O group 2.55M includes ~900K options; Shuda/Meridian 13D but is director already in group; DT float 18.87 close match
GES,2025-08-20,29.43,52.01,med,normal,2026-06-24T18:27:23,"OS=52,011,369 per proxy May-9 + Jun-10 8-K vote. D&O-ex-options=18,030,153-348,157=17,682k; Maurice Marciano 13D=4,897k. Float=52.01-17.68-4.90=29.43M. Merger (goprivate) announced this date; float is pre-merger."
INHD,2025-08-27,7.55,7.75,med,"multidoc: O/S 7.748M from 10-Q Jul 28 confirmed in Aug 8-K; 424B5 filed Aug 26 (3.2M SEPA offering) not yet settled; D&O 201K; West Lake Club 640K (5.8% at new O/S, non-control investor, 13D but no board seat); DT os=2.52M stale/wrong - DT-divergent",2026-06-24T18:27:23,DT os=2.52M divergent from SEC 7.75M; 424B5 3.2M offering filed Aug 26 may settle Aug 28; prior entry May-12 stale due to major dilution events since then
GO,2025-08-06,,98.10,high,normal,2026-06-24T18:27:23,"OS=98,103,295 from 10-Q 2025-08-06. D&O group=4,438,689 (4.5%); all passive institutions (BLK 12.1M, VGD 10.4M, FPR 5.2M, MKZ 4.9M) kept. Float>20M; not computed."
GPRE,2025-08-11,,65.59,high,normal,2026-06-24T18:27:23,"OS=65,588,229 from 10-Q 2025-08-11. D&O group=702,179 (1.0%); no >20% non-passive holder; Ancora 4.15M (6.3%) passive investment mgr kept. Float>20M."
INV,2025-08-04,41.12,53.49,med,"normal: D&O group total 12.37M (23.13% incl options); ex-options ~9.65M real; WE-INN 9.24M passive (17.3%, no board); Ascent 3.54M strategic kept (no board seat confirmed); CastleKnight 13G passive; Glockner trusts overlap Donnally D&O; DT os=84M divergent - likely includes preferred/later dilution",2026-06-24T18:27:23,DT os=84.04M vs SEC 53.49M - DT-divergent; Yorkville SEPA dilution ongoing (multiple 424B3 filings); O/S from proxy April 28 = 53.49M; no later 10-Q before Aug 4
GTN,2025-08-11,,92.50,high,normal,2026-06-24T18:27:23,"OS=92,500,245 common shares from 10-Q 2025-08-08. D&O own 6,636,197 common (7.2%), all passive institutions (BLK 7.9M, Cap Mgmt 6.2M, VGD 5.6M) kept. Float>20M. GTNA Class-A mostly D&O-controlled but GTN common is the listed ticker."
IPWR,2025-08-14,8.27,8.50,high,normal: D&O group ex-options ~228K real (462K group includes ~234K options/warrants per proxy footnotes); AWM 833K and AIGH 833K both 13G passive kept; O/S 8.50M from 10-Q Aug 14,2026-06-24T18:27:23,Prior Jun-26 at 8.17/8.35; fresh derive with Aug 14 10-Q O/S 8.50M; D&O options subtracted; DT float 18.58 divergent (DT os=18.88 - DT possibly wrong basis)
GYRO,2025-08-04,1.93,2.20,med,normal,2026-06-24T18:27:23,"OS=2,199,308 from 10-Q 2025-05-05 (unchanged). D&O group=266,220 (7 persons incl Lamb Chairman). GAMCO 430,476 (19.6%, 13D) kept as investment mgr <20%; Towerview 348k (13G) kept. Float=2.20-0.27=1.93M. DT=1.11M (possible stricter exclusion of GAMCO)."
HBI,2025-08-12,,353.73,high,normal,2026-06-24T18:27:23,"OS=353,731,138 from 10-Q 2025-08-07. D&O group=2,344,701 (<1%); BLK 56.7M, VGD 38.9M, Loews 21.6M all passive 13G kept. Float>20M."
HI,2025-08-12,,70.48,high,normal,2026-06-24T18:27:23,"OS=70,482,047 from 10-Q 2025-08-11. D&O group=1,416,731 (2.0%); BLK 11.6M, VGD 8.4M, FMR 7.3M, Clarkston 4.4M all passive 13G kept. Float>20M."
JEM,2025-08-13,6.34,21.95,high,"carried from 2025-06-11; no intervening O/S change (Aug 13 6-K is MOU only, no share issuance; no new periodic); JME/Cheung control 15.61M (71.13%); float=IPO-basis 6.34M (21.95-15.61)",2026-06-24T18:27:23,Prior Jun-11 at 6.34/21.95; IPO June 10 2025 listing; JME=15.61M control; 6-K Aug 13 is just MOU; O/S unchanged at 21.95M
KSS,2025-08-27,110.91,112.04,high,carried from 2025-07-22; no intervening O/S change; Aug 8-Ks = earnings + dividend only; no new 10-Q; O/S 112.04M from Jun 6 10-Q,2026-06-24T18:27:23,Prior Jul-22 at 110.91/112.04; KSS 8-K Aug 12 = dividend only; 8-K Aug 27 = earnings only; no dilution events
LASE,2025-08-19,6.49,17.28,med,control-subset: O/S 17.28M (14.28M per 10-K Jun + 3M restricted to Fonon QT/ICT affiliate Aug 5 8-K); ICT Investments 4.44M + Fonon Corp 3.00M + Fonon QT 3.00M = 10.44M Nikitin-controlled; D&O 351K; DT os=38.57M divergent - DT-divergent,2026-06-24T18:27:23,DT os=38.57M vs SEC 17.28M; Nikitin controls ICT+Fonon+FontonQT; Aug 5 8-K 3M shares to ICT affiliate for Beamer assets; proxy O/S was 12.27M at Jul 2024; D&O group 351K
PBYI,2025-08-11,41.85,49.89,high,DEF 14A 2025-04-28 + 10-Q 2025-08-07,2026-06-24T18:27:23,"O/S 49,892,725 (10-Q). D&O real shares ex-options 8,044,411 (Auerbach 6,945,987+warrant 2,116,250=excl; D&O total 10,160,661); BlackRock/Vanguard/Acorn passive 13G KEPT. DT 42.94M"
VERB,2025-08-04,1.13,1.58,high,"DEF14A+2023-06-30; 10-Q 2025-05-13 O/S=1.113M; 13D July-14 confirms 1.578M; 8-K Aug-4 preferred redemption only, no common change",2026-06-24T18:27:23,carried from 2025-07-28; no intervening common O/S change
PHLT,2025-08-01,55.37,78.31,high,DEF 14A 2025-04-24 + 10-Q 2025-05-09,2026-06-24T18:27:23,"O/S 78,308,640 (proxy Apr 23, 2025; 10-Q only shows preferred 500K). D&O group 7,178,713 (9.1%); Prescott Capital 13D 15,763,291 (20.1%) excluded as non-passive active >20%. First Light/Topline/BlackRock passive 13G KEPT. DT 56.1M"
VMEO,2025-08-04,,156.31,high,DEF14A+2025-04-29; 10-Q+2025-08-04 O/S=156.31M Class A (July 31); Diller 10.01M Class A excl + D&O 3.07M excl = float 143.22M,2026-06-24T18:27:23,float clearly >20M; record OS only; Diller controls via Class B (100%)
VREX,2025-08-07,,41.5,high,DEF14A+2024-12-30 O/S=41.231M; 10-Q+2025-08-07 O/S=41.5M as of Aug 1; D&O group 1.788M; all 5% holders passive (BlackRock/Vanguard/Pzena/etc),2026-06-24T18:27:23,float clearly >20M; D&O 1.79M excl; float=39.71M
PMTS,2025-08-12,6.35,11.33,med,DEF 14A 2025-04-08 + 10-Q 2025-08-08,2026-06-24T18:27:23,"O/S 11,334,910 (10-Q). Tricor Pacific (Fund IV LP 3,027,160 + Fund IV US LP 1,786,817 = 4,813,977, 42.5%) excluded as PE control affiliate (13G/A but GP-directed investment committee). D&O real ~171,913. DT float 4.5M (lower; may exclude more small holders). Med conf: Tricor filed 13G not 13D"
VREX,2025-08-08,,41.5,high,carried from 2025-08-07; same 10-Q O/S=41.5M; no intervening O/S change,2026-06-24T18:27:23,same data as 2025-08-07; no new O/S-relevant filing
VSAT,2025-08-04,,134.18,high,"DEF14A+2025-07-25 O/S=134,184,592 (July 1 2025); D&O group 2.903M (2.2%); all 5%+ holders passive (BlackRock 11%/Vanguard 10.9%/Baupost 7.6%/WPTriton 6%)",2026-06-24T18:27:23,float clearly >20M; float ~131.28M
PPCB,2025-08-18,11.60,11.61,med,424B4 2025-08-18 + 10-Q 2025-05-15,2026-06-24T18:27:23,"O/S 11,611,782 (10-Q May 2025, confirmed in 424B4 Aug 18). D&O negligible (<0.1% post-reverse-splits; Nathanielsz ~8,732 shares, Zelinger ~13K shares). Float~O/S. DT shows 2.28M (5x lower - DT stale/pre-split). EDGAR internally consistent. DT-divergent"
WBTN,2025-08-12,17.75,130.17,high,"DEF14A+2025-04-23; 10-Q+2025-05-14 O/S=130,172,281; excl NAVER 80.35M(61.73%)+LY Corp 31.43M(24.15%)+D&O actual 0.64M; FMR 8.03M kept(13G)",2026-06-24T18:27:23,NAVER+LY Corp control affiliates excluded; FMR kept passive
PPSI,2025-08-15,8.74,11.10,high,DEF 14A 2024-10-17 + 10-Q 2025-08-14,2026-06-24T18:27:23,"O/S 11,095,266 (10-Q day before). D&O real shares ex-options: Mazurek 1,966,496 + Michalec 244,740 + Klink 114,000 + others 28,750 = 2,353,986. No >5% outside holders. DT float 8.34M (close). Proxy 302d old but O/S change minimal (+178K)"
WBTN,2025-08-13,17.75,130.17,high,carried from 2025-08-12; same 10-Q+2025-05-14 data; no intervening O/S change,2026-06-24T18:27:23,same as Aug-12; no new filing
PSKY,2025-08-13,,1064.65,low,8-K12B 2025-08-07,2026-06-24T18:27:23,"Fresh listing (de-SPAC/business combination Aug 7 2025). Class B O/S 1,064,653,411. Class A 31,500,087 (all NAI/Ellison). Float >> 20M. No proxy/DEF14A yet. Skydance ~316.7M Class B (~30%) excluded as control; PIPE and public holders form float. Conf low: no ownership table for new entity yet"
WULF,2025-08-14,,391.93,high,"DEF14A+2025-03-26; 10-Q+2025-08-08 O/S=391,926,373; D&O actual ex-warrants=59.43M; Bayshore 5.1%+Revolve 5.1% kept(<20%)",2026-06-24T18:27:23,"float clearly >20M; float~332.5M; DT 400.96M(Jun-26 snapshot, O/S growth explains diff)"
RILY,2025-08-14,20.49,30.50,med,carried from 2025-07-17; no intervening O/S change,2026-06-24T18:27:23,"Carry-forward from 2025-07-17. Filings between 2025-07-17 and 2025-08-14: 8-K (Aug 13 prelim results, no issuance), NT 10-Q (delay notice), 13G/A (RILY as institutional filer for DDI - not own O/S). No new periodic; 10-Q delayed. O/S unchanged at 30.50M"
XCUR,2025-08-01,2.98,6.32,high,"S-1+2025-07-14 O/S=6,317,793 (June 23 2025); HiTron 3,333,333 excl(52.8% control,13D); D&O=0 direct; DGP 492,612(7.8%) kept, SangSangIn 433,332(6.9%,13G) kept",2026-06-24T18:27:23,HiTron majority control affiliate excluded; prior(2025-07-03) float=2.98M consistent
RUN,2025-08-15,,230.73,high,DEF 14A 2025-04-29 + 10-Q 2025-08-06,2026-06-24T18:27:23,"O/S 230,732,572 (10-Q cover Aug 1, 2025). Float >> 20M. D&O real ~4.82M (3.37% incl options). All 5%+ holders (BlackRock 18.7%, Vanguard 9.7%, Greenvale 6%, Alyeska 5.3%) passive institutions. Float ~226M. DT not in anchor"
SER,2025-08-25,5.70,10.25,med,DEF 14A 2024-11-06 + 10-Q 2025-08-11,2026-06-24T18:27:23,"O/S 10,250,588 (10-Q cover Aug 8, 2025). Juvenescence/JuvVentures real shares 2,267,188 excluded (wholly-owned subsidiary, 25.5% control). D&O real ~2,283K. ATM issuance increased O/S from 9.97M (prior) to 10.25M since Jul 14. DT 16.66M divergent (1.7x). Med: proxy 292d old for ownership table; Puffinus/McMillan/Fisk control status not confirmed"
FDMT,2025-08-01,43.96,45.79,high,carried from 2025-07-31; 10-Q 2025-05-08 O/S 45.79M unchanged,2026-06-24T18:27:23,carried from 2025-07-31; no intervening O/S change
FEAM,2025-08-11,4.72,20.02,high,carried from 2025-07-24; 10-Q 2025-05-15 O/S 20.02M unchanged; 8-K 2025-08-07 is FD/feasibility only,2026-06-24T18:27:23,carried from 2025-07-24; no intervening O/S change
DOMH,2025-08-12,10.72,15.32,high,"10-Q 2025-08-11 O/S 15,318,438; DEF14A 2025-03-10 D&O actual ex-options 4,602,415",2026-06-24T18:27:23,Trump Jr/Eric Trump/Blue Finn kept as passive 5%+ non-board holders; DT OS 22.61M divergent (likely includes authorized)
EBS,2025-08-07,52.78,53.35,high,"10-Q 2025-08-06 O/S 53,351,099; DEF14A 2025-03-21 D&O actual 571,086; Oak Hill 13G 3.61M kept; Vanguard kept",2026-06-24T18:27:23,S-3 2025-08-07 registers up to 15M new shares but not yet issued
ECOR,2025-08-13,6.48,7.58,med,"10-Q 2025-08-06 O/S 7,583,445; DEF14A 2025-07-17 D&O group beneficial 1,101,885; AWM/Theofilos/Zhang kept as 13G passive",2026-06-24T18:27:23,Used D&O beneficial total (includes exercisable options) as conservative exclusion; DT OS 8.3M close
EHTH,2025-08-06,28.72,30.33,high,"DEF14A 2025-04-28 + 8-K 2025-06-18 confirms O/S 30,326,646; D&O beneficial group 1,602,917; 8 Knots/Nantahala/PAI kept as 13G passive; Echelon holds only Series A preferred",2026-06-24T18:27:23,No new 10-Q Q2 2025 before as_of; proxy O/S confirmed by 8-K
ELTX,2025-08-18,8.24,16.34,med,"10-Q 2025-08-07 cover O/S 16,338,284 as of Aug 5, 2025; GKCC/Chudnovsky actual 5,416,212 + PFW 2,632,702; other D&O actual ~48,841; DEF14A 2025-04-09",2026-06-24T18:27:23,DT OS 19.09M > ours (includes GKCC PFWs); DT float 16.67M treats insider as passive - our exclusion is correct
EMPG,2025-08-29,1.58,8.33,med,"424B4 2025-07-02 offering 1,375,000 shares; greenshoe 206,250 inferred from DT 1.58M float; O/S = 6,750,000 pre-IPO + 1,581,250 = 8,331,250",2026-06-24T18:27:23,IPO archetype; greenshoe exercise inferred from DT match; Yeoh Chee Wei ~61.6% control founder excluded
DXR,2025-08-07,2.14,4.96,med,"DEF14A 2025-06-06 O/S 4,962,245; Estate Feldschuh 2,553,230 (control 51.5%); other D&O actual 270,109; closed-end fund",2026-06-24T18:27:23,"DT OS 5.84M divergent; DT float 2.98M vs ours 2.14M; DXR is closed-end fund (811-22684), no 10-Q available"
BNGO,2025-08-21,4.68,4.681,high,DEF14A 2025-04-28 + 10-Q 2025-08-14,2026-06-24T18:27:23,"carried from 2025-05-14; O/S 1,865,400 unchanged (Jun 8-K was warrant-approval vote not issuance)  || QC 2026-06-26: 10-Q cover 'As of August 7, 2025, 4,681,000 shares' (prior os 1.865M stale). Same DEF 14A, no control; float ~= O/S 4.681 - D&O ~0.002 = 4.68."
BTAI,2025-08-11,13.22,13.71,med,"DEF14A 2024-12-30 + 8-K 2025-08-11 (O/S=13,709,124 as of Aug 8)",2026-06-24T18:27:23,"1-for-16 reverse split Feb 7 2025; BioXcel LLC (Mehta control) 7,685,501 pre-split=480,344 post-split; ATM offerings grew O/S; D&O actual ~486K; no >20% holder"
CLNN,2025-08-18,7.34,9.462,med,"DEF14A 2025-04-08 + 10-Q 2025-08-14 (O/S=9,462,071)",2026-06-24T18:27:23,"D&O actual ~1,342K (scaled from 1,220K proxy by 1.1008); General Resonance 782K excl (Wilcox co-founder/director entity); SymBiosis II kept (13G passive, 7.6% actual common); float=7.34M"
